iter	Logloss
177	0.02849410649
178	0.02845078581
179	0.02832955369
180	0.02829462995
181	0.028189333
182	0.02808908416
183	0.02798717611
184	0.02795334744
185	0.02784213646
186	0.02774084879
187	0.02752294488
188	0.02742259651
189	0.02730506421
190	0.02726297274
191	0.02721508406
192	0.02711043498
193	0.02698536353
194	0.02689087968
195	0.02682173011
196	0.02669272071
197	0.02653860079
198	0.02646864818
199	0.02644482974
200	0.02641852342
201	0.02632260643
202	0.02621985925
203	0.02614727703
204	0.02607999488
205	0.02594224842
206	0.02591348912
207	0.02578620913
208	0.02572423163
209	0.02567124116
210	0.02560902322
211	0.02552421083
212	0.02546595808
213	0.02533729061
214	0.02524285905
215	0.02513892553
216	0.02501153018
217	0.02489200243
218	0.02485656632
219	0.02482401136
220	0.02471907799
221	0.02463238922
222	0.0245239861
223	0.02444650813
224	0.02439097649
225	0.02427683099
226	0.02427663675
227	0.02423306985
228	0.02418287714
229	0.0241208819
230	0.02405831971
231	0.02399288832
232	0.02397131175
233	0.02381210154
234	0.02374279831
235	0.02369866985
236	0.0236503753
237	0.02365037519
238	0.02360192497
239	0.02353419114
240	0.0234231257
241	0.02338148462
242	0.02333760048
243	0.02328729299
244	0.02324605342
245	0.02319808595
246	0.02319801417
247	0.02319799506
248	0.02319792497
249	0.02319787854
250	0.02319783004
251	0.02319779394
252	0.02319777562
253	0.02319773983
254	0.02313898
255	0.02306252922
256	0.02295599287
257	0.02289874436
258	0.02283989791
259	0.02279106863
260	0.0227319132
261	0.02268378292
262	0.02263238078
263	0.02252840279
264	0.02245900806
265	0.02242489144
266	0.02236777614
267	0.02236747973
268	0.02234882128
269	0.02226446799
270	0.02222603058
271	0.02216869963
272	0.02211020268
273	0.02208295602
274	0.02203991071
275	0.021961036
276	0.02191330513
277	0.02185696941
278	0.02179589393
279	0.02173605315
280	0.02168475768
281	0.02165902691
282	0.02158374613
283	0.0214820883
284	0.02148204871
285	0.02144476268
286	0.02139207172
287	0.02135284447
288	0.0213000607
289	0.02123251891
290	0.02119274331
291	0.02115071541
292	0.02112051813
293	0.02103540391
294	0.02100295615
295	0.02093816846
296	0.02093814565
297	0.02093814322
298	0.0209381128
299	0.02093809657
300	0.0209380728
301	0.02093806859
302	0.02093805312
303	0.02093801136
304	0.02093796797
305	0.02093796797
306	0.0209379687
307	0.02093797323
308	0.02093797323
309	0.02093797323
310	0.0209379629
311	0.0209379629
312	0.0209379555
313	0.0209379555
314	0.02093795948
315	0.02093795948
316	0.02093795549
317	0.02093793148
318	0.02093793615
319	0.02093794785
320	0.02093794048
321	0.02093793365
322	0.02093793365
323	0.02093790982
324	0.02093790089
325	0.02093789601
326	0.02093787335
327	0.02093784363
328	0.02093784363
329	0.02093784363
330	0.02093786283
331	0.02093786283
332	0.02093784537
333	0.02093784537
334	0.02093784617
335	0.02093784617
336	0.02093784617
337	0.0209378185
338	0.0209378185
339	0.0209378185
340	0.0209378185
341	0.0209378185
342	0.0209378185
343	0.0209378266
344	0.0209378266
345	0.0209378266
346	0.0209378266
347	0.0209378266
348	0.0209378266
349	0.0209378266
350	0.02093782338
351	0.02093782338
352	0.02093779785
353	0.02093779785
354	0.02093779785
355	0.02093779785
356	0.02093779785
357	0.02093779785
358	0.02093779785
359	0.02093779785
360	0.02093779785
361	0.02093779785
362	0.02093779785
363	0.02093779785
364	0.02093779785
365	0.02093779348
366	0.02093779348
367	0.02093779348
368	0.02093780093
369	0.02093780093
370	0.02093777207
371	0.02093777207
372	0.02093777207
373	0.02093777207
374	0.02093778127
375	0.02093778127
376	0.02093778127
377	0.02093778127
378	0.02093777956
379	0.02093777956
380	0.02093776169
381	0.02093776169
382	0.02093776169
383	0.02093776169
384	0.02093776169
385	0.0209377512
386	0.0209377512
387	0.0209377512
388	0.0209377512
389	0.0209377512
390	0.0209377512
391	0.0209377512
392	0.0209377512
393	0.0209377512
394	0.0209377512
395	0.0209377512
396	0.0209377512
397	0.0209377512
398	0.0209377512
399	0.0209377512
400	0.0209377512
401	0.0209377512
402	0.0209377512
403	0.0209377512
404	0.0209377512
405	0.0209377512
406	0.0209377512
407	0.0209377512
408	0.0209377512
409	0.0209377512
410	0.0209377512
411	0.0209377512
412	0.0209377512
413	0.0209377512
414	0.0209377512
415	0.02093776013
416	0.02093776013
417	0.02093776013
418	0.02093776013
419	0.02093776013
420	0.02093776013
421	0.02093776013
422	0.02093776013
423	0.02093776013
424	0.02093776013
425	0.02093776013
426	0.02093776013
427	0.02093776013
428	0.02093776013
429	0.02093776013
430	0.02093776013
431	0.02093776013
432	0.02093776013
433	0.02093776013
434	0.02093776013
435	0.02093776013
436	0.02093776013
437	0.02093776013
438	0.02093776013
439	0.02093776013
440	0.02093776013
441	0.02093776013
442	0.02093776013
443	0.02093776013
444	0.02093776013
445	0.02093776013
446	0.02093776013
447	0.02093776013
448	0.02093776013
449	0.02093776013
450	0.02093776013
451	0.02093776013
452	0.02093776013
453	0.02093776013
454	0.02093776013
455	0.02093776013
456	0.02093776013
457	0.02093776013
458	0.02093776013
