iter	Logloss
0	0.596758983
1	0.5158413093
2	0.451561602
3	0.3937366821
4	0.3511100211
5	0.3140159331
6	0.2843446188
7	0.2592391434
8	0.240359743
9	0.2240685687
10	0.2112636487
11	0.2006706998
12	0.1917897208
13	0.1842224165
14	0.1763207869
15	0.1695785351
16	0.1642021356
17	0.1597099355
18	0.1551130088
19	0.1513793892
20	0.1470057564
21	0.1437402961
22	0.1401324432
23	0.1373884682
24	0.1342731552
25	0.1322771225
26	0.1304751523
27	0.1278792265
28	0.1253541052
29	0.1228617591
30	0.1211826723
31	0.1195514882
32	0.1178470002
33	0.1161219793
34	0.1150364525
35	0.1141638051
36	0.1124768642
37	0.1112649135
38	0.1096309375
39	0.1080422926
40	0.1068660539
41	0.1055280114
42	0.1047666781
43	0.1038058712
44	0.1021463196
45	0.1011204775
46	0.1000672371
47	0.09901185417
48	0.09778565025
49	0.09731367511
50	0.09642898772
51	0.09540711887
52	0.09494192279
53	0.09407100424
54	0.09347163458
55	0.09268889969
56	0.09194677426
57	0.09143649267
58	0.09078141279
59	0.09013800509
60	0.08943694713
61	0.08838175048
62	0.08766709168
63	0.0868447407
64	0.08630846435
65	0.08561392596
66	0.08491375895
67	0.08442669588
68	0.0840150078
69	0.08366521951
70	0.08302579992
71	0.08266791193
72	0.08217369575
73	0.08153838178
74	0.08116699196
75	0.08051220313
76	0.07979302845
77	0.0793665581
78	0.07897526367
79	0.0782427262
80	0.07784610585
81	0.07755635541
82	0.07693159345
83	0.07644222067
84	0.07607611057
85	0.07567194636
86	0.07532865309
87	0.07495092011
88	0.07463608228
89	0.07423365613
90	0.07388181116
91	0.07345949456
92	0.0730496107
93	0.07248001164
94	0.07214365275
95	0.07192975532
96	0.07159550888
97	0.07125826334
98	0.07089532973
99	0.07056839841
100	0.07022632158
101	0.06992154707
102	0.06956701621
103	0.06909281817
104	0.0688179864
105	0.06849398679
106	0.06822568234
107	0.06794643642
108	0.06765996565
109	0.06745682473
110	0.06723983807
111	0.06690755292
112	0.06664890956
113	0.06628548579
114	0.06596610253
115	0.06566923275
116	0.06546951057
117	0.0649616453
118	0.06467080725
119	0.06442297116
120	0.06422423417
121	0.06386879151
122	0.06350996898
123	0.06322114478
124	0.06296393412
125	0.06274885866
126	0.06250586201
127	0.06226766134
128	0.06203559376
129	0.06175638601
130	0.06156003557
131	0.06127557754
132	0.06103369112
133	0.06077036745
134	0.06051241387
135	0.06034897055
136	0.0601418168
137	0.05994865421
138	0.05962890429
139	0.05944831857
140	0.0592870483
141	0.05910300997
142	0.05890697678
143	0.05864390873
144	0.05839978196
145	0.05810663451
146	0.0577979132
147	0.05760708041
148	0.05743977209
149	0.05711339888
150	0.05679407408
151	0.05664192991
152	0.0564740631
153	0.05634801944
154	0.05613320086
155	0.05600129746
156	0.05589964834
157	0.05569776804
158	0.05536644375
159	0.05521798453
160	0.05508560018
161	0.05492673877
162	0.05470741978
163	0.05453947859
164	0.05434105014
165	0.05414152478
166	0.05392419958
167	0.05378238144
168	0.05358650839
169	0.05328102602
170	0.05316220341
171	0.05303700664
172	0.052799624
173	0.05260367958
174	0.05243937914
175	0.05222924913
176	0.05212147916
177	0.05197051243
178	0.05177851237
179	0.05164084479
180	0.05154045208
181	0.05139820587
182	0.05128483123
183	0.05114079025
184	0.05103703811
185	0.05089709429
186	0.05075379523
187	0.05057399965
188	0.05033730422
189	0.05011360003
190	0.04997986906
191	0.04981922593
192	0.04964957061
193	0.04953980293
194	0.04936349105
195	0.04918570586
196	0.04909173527
197	0.04895937221
198	0.04883288015
199	0.04868786212
200	0.0485997722
201	0.04835815369
202	0.04820046483
203	0.04809100643
204	0.04800774293
205	0.04782548223
206	0.0477536757
207	0.0476254903
208	0.04753322349
209	0.04742199884
210	0.04732196824
211	0.0471867652
212	0.04708337655
213	0.04694957831
214	0.04684065242
215	0.04671744467
216	0.04659483214
217	0.04647492537
218	0.04640223979
219	0.04613328122
220	0.04606240077
221	0.04588707953
222	0.04575367551
223	0.04561428069
224	0.04552670229
225	0.04546442123
226	0.045389076
227	0.04523774037
228	0.04515766951
229	0.04500729005
230	0.04491569095
231	0.04482952761
232	0.04474865218
233	0.04456346602
234	0.04445454558
235	0.04439468702
236	0.04429904803
237	0.04418919124
238	0.04410333205
239	0.04398571347
240	0.04386418354
241	0.04374116201
242	0.0435900481
243	0.04351504196
244	0.04341981108
245	0.04329725642
246	0.04315699107
247	0.04307023946
248	0.04291042716
249	0.04280384093
250	0.04268588145
251	0.04256758768
252	0.04246718264
253	0.04236062345
254	0.04222572474
255	0.04215311823
256	0.04207419182
257	0.04199512157
258	0.0418727715
259	0.04167427177
260	0.04154758429
261	0.04144898401
262	0.04131707232
263	0.04123029695
264	0.04102484362
265	0.04087475373
266	0.04072329558
267	0.04062356365
268	0.0405539762
269	0.04040350499
270	0.0403021059
271	0.04021709446
272	0.04013610198
273	0.04004696379
274	0.03995597222
275	0.03985424569
276	0.03975968175
277	0.03967058005
278	0.03958428636
279	0.03948876944
280	0.03941089055
281	0.0393541744
282	0.03925928933
283	0.03914959532
284	0.03907428159
285	0.03897603856
286	0.03890008671
287	0.03882019676
288	0.03874223047
289	0.03864760025
290	0.03856214748
291	0.03849265706
292	0.03841621374
293	0.03834771754
294	0.03827167326
295	0.03817367662
296	0.03809178391
297	0.03801539174
298	0.03796272626
299	0.03789492997
300	0.03782735924
